latitude,longitude,price,name,summary
37.77489886,-122.45986,$200.00 ,Beautiful cost junior one bedroom!,""" When life gives you lemons  ""  Beautiful sunny one bedroom with great backyard available in one of the best neighborhood of San Francisco!  The place is Very cosy and bohemian cute!  There is One private bedroom available with queen bed, nice private bathroom , a fully equipped kitchenette and beautiful lounging area!"
37.78186008,-122.4626735,$95.00 ,Private room for 2 in cool SF apt.,
37.77479071,-122.4776643,$200.00 ,Cozy One Bedroom near Golden Gate Park,"This is a cozy one bedroom in-law on a quiet street just a couple blocks from Golden Gate Park, a great cafe for working, and restaurants on Geary and Clement St.  China Beach, Lands End, and the Presidio are nearby as well.  The bed is a really comfy queen Tempur-Pedic. My place is good for couples and solo travelers.  With a piano and two guitars, it's good for musicians too!"
37.77777443,-122.4553065,$299.00 ,Beautiful Modern Inner Richmond SF 2bdr,"Enjoy this amazingly beautiful and modern Inner Richmond 2 bedroom flat. Located in a prime area between Laurel Heights and Haight-Ashbury! The area is residential but lively, with tons of restaurants from all around the world, wine bars, dive bars, yoga studios, just around the block. Everything you might possibly need for a perfect SF stay!"
37.78634632,-122.4726263,$300.00 ,Charming Flat in the Lake District,"A great flat in a perfect location.  My place is located in the highly desirable North of Lake Street area. You can access running trails easily out the front door,  walk to Lands End, the Golden Gate Bridge, or hit Baker Beach. The updated flat has two bedrooms both with king beds. Both contain walkin closets and plenty of Chester drawers for your belongings. The master bedroom has a 60"" flat screen. The living room has a 65"" flat screen with Apple TV.  The kitchen has Viking appliances."
37.78016672,-122.4547678,$130.00 ,USF family home,Master bedroom It is bright spacious quiet and comfortable bed and a large closet
37.77587352,-122.4665145,$120.00 ,Sunny room near Golden Gate Park SF,‰Û¢Private room with queen bed in a 2 bedroom flat ‰Û¢Great location in safe neighborhood ‰Û¢2 blocks from Golden Gate Park near California Academy of Sciences and de Young Museum ‰Û¢Easy access to public transportation to downtown SF
37.78027085,-122.4610791,$300.00 ,Entire 3br Beautiful Edwardian Home,"Classic San Francisco Edwardian house.  Two floors, three bedrooms, two bathrooms, living room, dining room, full kitchen. Cable TV, wifi. We are located in the safe, convenient, family-friendly Inner Richmond neighborhood near Golden Gate Park. LAST MINUTE VACATION FOR US = SPECIAL DEAL FOR YOU! OUR HOME IS NORMALLY $400 - $500 PER NIGHT WHEN WE TRAVEL. AVAILABLE FEB 25 - MAR 4 WHILE WE ARE AWAY. WE ARE REGISTERED WITH THE CITY , SO YOU ARE STAYING IN A LEGAL SHORT-TERM RENTAL ACCOMMODATION"
37.78369024,-122.4697568,$115.00 ,"Sunny Garden Suite, Perfect Locale",Beautiful sunny 1 bedroom suite with private access in heart of Inner Richmond/Lake district.
37.77729557,-122.4627933,$285.00 ,Modern and Homey 4BR +Yard +Parking,"We're a family of four going away for Spring Break. We have a duplex condo that feels like a house, with our own yard and garage. We've hosted many families before and we hope to host your family too!"
37.77532,-122.4665398,$350.00 ,Lovely apartment near Golden Gate Park,"My place is close to Golden Gate Park. You‰Ûªll love my place because of it's in a walkable neighborhood, near shops, public transit, and a 24-hour grocery store. My place is good for couples, solo adventurers, business travelers, and families (with kids)."
37.77733827,-122.4655126,$450.00 ,Historic Edwardian Steps to GG park,"Inner Richmond, newly remodeled, Single family home plus in law. 5 Bedroom/ 3.5 bathrooms total. Located in dynamic neighborhood,steps to GG Park, Academy of Science, DeYoung, Conservatory of Flowers, Concerts in the park,  restaurants, shops."
37.77464645,-122.4620604,$140.00 ,One block from Golden Gate Park!,
37.77525386,-122.4650084,$155.00 ,Naturally Lit 2BR apt w/ Great Kitchen + Backyard!,"My place is close to Golden Gate Park, The Presidio."
37.79692823,-122.4366986,$200.00 ,Large 1 bedroom in the Marina!,Great 1 bedroom apartment in the Marina District of San Francisco - one block from Union and Fillmore.   I take really good care of my place and am looking for guests who will do the same!
37.80081324,-122.4447412,$280.00 ,Master Bedroom In Marina District,"Third floor Unit, Master Bedroom Sunny 2-bed, 1-bath (second bedroom is vacant so you have the whole place toyourself) the Marina one block from shops, restaurants and bars on Chestnut as well as the Palace of Fine Arts and Chrissy Field.  Large bay windows, lots of natural light"
37.80286348,-122.4446296,$200.00 ,Cozy and prime,"Located in the posh Marina District of San Francisco, 3 blocks from the beach (Crissy Field) for a morning walk for a afternoon out and 3 blocks from Chestnut Street for an evening filled with fine dining and bar hopping."
37.80098101,-122.4364851,$400.00 ,Marina Location!,"Near Fort Mason,Chestnut and Union street. Great shopping restaurants, entertainment and gorgeous views of the golden gate bridge, Chrissy field."
37.80289981,-122.4321246,$145.00 ,Beautiful and Quiet Marina Gem,"I am offering my Jr. 1BDR with a separate dining room and kitchen with room for a guest bed. The building is a beautiful Victorian with hardwood floors and an amazing location one block from the Bay,  Fort Mason, Chestnut and Union streets shopping and food. NON- Smokers Only"
37.80541223,-122.4385371,$175.00 ,In the heart of The Marina,"Perfect location to explore all that San Francisco has to offer.  Steps away from the Marina Green, Crissy Field and amazing views of the Golden Gate Bridge.  Few blocks up from the shops, restaurants and bars on Chestnut and Union Streets."
37.80026872,-122.4438903,$70.00 ,Chic Marina boutique studio,"Walkable to all the must see areas- Presidio, Chrissy fields, Palace of Fine Arts and Union/ Chestnut street- great restaurants, bars and shops!  New Queen mattress, wake up with a view and go explore! Amazing views in this top floor unit."
37.79929881,-122.4325023,$220.00 ,Room with futon,One bedroom in the heart of the Marina/ Cow Hollow district.
37.80135119,-122.4269648,$185.00 ,Adorable One Bedroom Apartment,
37.79929477,-122.4319096,$450.00 ,2 Bedroom Flat for Dreamforce,"1,000+ Sq Ft flat with 2 bedrooms (1 double & 1 queen size bed) & 1 bathroom. Walking distance to every Marina amenity - shopping, restaurants, etc. 100 inch projector and flat screen TV, beautiful backyard (with pizza oven), and fully loaded kitchen"
37.79987857,-122.4435762,$500.00 ,Studio in the Marina,Top floor studio apartment on Chestnut St.   Great restaurants and shopping on the block.
37.798592,-122.436238,$149.00 ,"Q / Prvt bath /Marina, walk 2 beach","Great room -no shared walls. Private bathroom  a few steps away.  Nespresso ensuite. Upstairs w/ views and natural light. GREAT walkability, near  shops and cafes, bars,groceries , transport, Crissy Field, GGB , Ghiradelli. Walking shoes a must."
37.80302946,-122.4390626,"$1,800.00 ",Gorgeous 3 bd Home in the Marina,Modern house w/ retro flair... 5 star house in the Marina. Please think of it as your home away from home.  Enjoy your morning coffee in my zen garden or take a jog down by the water 1.5 blocks away. It's hard to beat the location or charm we offer.
37.80555487,-122.4427504,$200.00 ,Classic San Francisco Home By the Bay,"A quick walk to chestnut and Union street where there are fun shops, restaurants and bars. Located directly across the street from Marina Green where you have great views of the bay and the Golden Gate Bridge. A  cozy home with lots of natural sunlight."
37.80363193,-122.4334204,$381.00 ,Marina's best location large 2bd2ba,"This lovely flat is a bright and fairly large 2 bedroom/2 bath home in a typical Marina house just block from the water. The flat is perfect for a family, two-three couples or a group traveling together. Including the sleeper sofa in the living room."
37.79809359,-122.4422353,"$1,000.00 ",Beautiful 2 BR Condo in Cow Hollow,"Ideally located in Cow Hollow, with easy access to the Presidio, Chestnut Street, Union Street, and Fillmore Street, the world is your oyster for restaurants, bars, etc. Short walk down to the Marina and Crissy Field, near the Goldent Gate Bridge."
37.80531755,-122.4354753,$350.00 ,Waterfront Condo - Designer Luxury!,"Bright, very quiet, spacious LUXURY unit in chic, desirable Marina district. This 1 BD/1.5 BA is large! When you walk out door, waterfront is 3 houses away w/ views of GG views & Ft Mason. Host lives on lower level Getaround car available to rent too"
37.80421703,-122.4383748,$99.00 ,Beautiful Marina Studio,"My place is in the Marina District. You‰Ûªll love my place because of its great location: walk to Crissy Field, Marina Green, Palace of Fine Arts, and Chestnut Street (great cafes, wine bars, and restaurants), Union Street also within walking distance. View of the golden gate bridge right outside the door. Clean apartment with great natural light. My place is good for couples, solo adventurers, and business travelers."
37.80434092,-122.4391108,$360.00 ,30-Day Minimum 2 BR in the Marina District!,
37.79813712,-122.4410151,$700.00 ,"Gracious, spacious Cow Hollow home",Location! Stunning views of S.F. Bay and the Golden Gate. A five-minute walk to the city's best dining and shopping (on Chestnut & Union Streets). A private 1-car garage and a spacious back yard with deck & BBQ. Families & children welcome!
37.80515335,-122.4357017,$225.00 ,Own Floor of Perfectly Located Grand Marina Home,"Self-contained guest suite with an inviting, working fireplace on the garden level of a lovely home. While connected to the primary living space by stairs, the suite occupies its own floor, allowing for privacy. Spectacular location in an upscale neighborhood across from the bay. Walking distance to major attractions; you'll never need a car! Restaurants and shopping are aplenty on nearby Chestnut St. We have a pet so are excluded from ""Business Travel Ready"" status, but otherwise meet criteria."
37.80034893,-122.4313956,$200.00 ,Classic Sunny Cow Hollow 2BR Charmer,"Newly-remodeled condo is located in the heart of Cow Hollow defines contemporary elegance with classic victorian charm. This top floor, full-floor flat with separate private entrance feels like a single family home!  (STR ‰ÛÒ (PHONE NUMBER HIDDEN)). (Note that condo is NOT on Lombard despite it appearing that way on the map. It is on a residential street, 2 blocks to everything - boutiques/shops/restaurants/coffee shops, etc. Two blocks to Union Street and 2 blocks to Chestnut Street)."
37.80594399,-122.4378257,$249.00 ,‰÷É Waterfront Airbnb ‰÷É Walk/Bike Score 90+ ‰÷É,"‰Û¢ Walk Score 91 (""Walker's Paradise"") ‰Û¢ Bike Score 82 (""Very Bikeable"") ‰Û¢ Transit Score 78 (""Excellent Transit"") ‰Û¢ Double French doors open to a lush, private garden patio ‰Û¢ In-unit washer + dryer ‰Û¢ Office area for business travelers ‰Û¢ Fully equipped + stocked kitchen ‰Û¢ Extremely safe neighborhood ‰Û¢ I live upstairs and am happy to be your local contact! ‰Û¢ Ask me about my Getaround car for rent :)"
37.79875654,-122.4418423,$108.00 ,Beautiful CowHollow Private Bedroom,"This spacious two bedroom apartment is in the heart of Cow Hollow/Marina District and walking distance to the best restaurants, bars, and nightlife!! You also have easy access to Fisherman's Wharf, Pier 39, Downtown and all other San Francisco attractions!"
37.80316719,-122.4420375,$375.00 ,*NEW* MARINA LUXURY BEACH COTTAGE,"Besides Location Location Location! ...this new 1-bdrm custom home is incredibly special to me. You'll experience a brand new unit w/ all new furniture, features & appliances in my favorite district in SF, the Marina. This is a one of a kind experience, there are just no others like it. Treat yourself to your own private luxurious 1 bdrm gorgeous garden cottage, mins from some of SF's main attractions with all new custom features & comforts that will not disappoint. See Reviews. :)"
37.8027355,-122.4291242,$350.00 ,Amazing apartment in SF,"Cool and spacious 2 bedroom apartment located in the Marina district. It comfortably fits up to 4-5 people and and it's just a block away from restaurants, coffee shops, and stores. Next to Fort Mason and couple of blocks from the water, this place will make you enjoy your stay in the most beautiful part of San Francisco. Full kitchen, wifi internet, dishwasher, washer and dryer are available in the apartment."
37.79711711,-122.4336879,$225.00 ,"Marina, bridge views, w/ parking!","Take a summer vacation in this classic SF neighborhood. Very spacious 1 bedroom, huge windows in every room looking out at Alcatraz, Golden Gate Bridge and the Palace of Fine Arts. Steps from Union Street shops & restaurants, parking, California King"
37.80462769,-122.4413026,$350.00 ,Beautiful Marina SF Apartment,"One block from the water and walking distance to Chestnut Street and the Golden Gate bridge, this beautiful Marina apartment is perfectly located for your SF trip. Separate kitchen/eating area down the hall from a large bedroom/sitting area."
37.79781375,-122.4250187,$209.00 ,3 Bed Pac Heights:Free Car ParkingB,"Valid Photo ID Required. **Room has 3 Beds**. Great Location with  one car Free Parking!  It's a short walk to: Fisherman's Wharf, Chinatwn, North Beach, Free continental  Breakfast 1.06% City Tax included"
37.79885163,-122.432651,$325.00 ,2 Bedroom in a perfect location,"The location could not be better!  You will be in the center of all the action in the city's best neighborhood! Both rooms are the same size, with a queen size bed and full bed.  Around 1000+ square feet.   This apartment has been kept in immaculate condition and I'm sure you will have an amazing stay!"
37.79776571,-122.4247946,$700.00 ,Spacious Family-Friendly Home,"Traditional Edwardian style San Francisco home perfect for your next family vacation.  Walking distance to Polk and Union Streets.  Easy access to SF attractions, downtown, and freeways.  High ceilings and large rooms will make your stay comfortable."
37.79792837,-122.4252742,$129.00 ,Hotel Pac Hgts 2 Bed Free Car ParkC,"Please Instant Book. Need Valid Photo ID. Hi :) We are a Hotel...on AirBnb.  Check in is 3pm that day.     Open 24 hours,  . This has 2 beds, private bathroom . Location! & Free Breakfast. 1.06% City Tax included Please Instant Book :)"
37.80424408,-122.4361975,$200.00 ,"Beautiful Marina Apt, 1 Block from Bay & Ft. Mason","My apt is in San Francisco's upscale Marina neighborhood - close to Off the Grid: Fort Mason Park, Great Meadow, Bay, Chrissy Field, Marina, Marina Green, the Golden Gate Bridge and many restaurants, boutiques and bars. You‰Ûªll love my place because of the peaceful and clean neighborhood, the comfy bed, the hard wood flooring and the light. My place is good for couples, solo adventurers, and business travelers. It's very spacious and can accommodate up to three people."
37.79998869,-122.4250073,$205.00 ,Amazing View 1 Bedroom Flat in Marina/Cow Hollow,"Experience San Francisco at its best in this bright, quiet 1 bedroom flat in central, funky Cow Hollow, with great access to amenities/attractions and spectacular views of Golden Gate Bridge. Ideal for work or play, the unit is steps from the shopping and nightlife of Union Street, easy walks to attractions from Fisherman's Wharf to The Fillmore, and a short bus/Uber ride from the Financial District and Union Square.   The apartment is available regularly.  Ask about repeat stay discounts."
37.80158593,-122.4446723,$150.00 ,"Great 1 BR in the Marina, Study doubles as 2nd BR","My place is close to The Presidio, Chestnut Street, Marina Green, The Golden Gate Bridge, Lombard Street, and tons of great restaurants and bars. You‰Ûªll love my place because of its convenient access to the best parts of San Francisco! Hit Chestnut Street for brunch or dinner, stroll just a few blocks to the water and take in a view of the Golden Gate bridge, or head into the presidio. My place is good for couples, solo adventurers, and business travelers."
37.79845995,-122.4332876,$260.00 ,Marina/Cow Hollow for SuperBowl,"Spare room available for rent in San Francisco's most desirable neighborhood - Cow Hollow. One block off of Union Street you are literally footsteps from the city's hottest shops, restaurants, and bars. Large 2 story apartment with outdoor space"
37.8017891,-122.4256168,$120.00 ,"Spacious 1-br apt, prime location!","On the Marina/Russian hill border, perfect location for tourists. The apt is clean and spacious 750+ SqFt with new modern furniture."
37.80437331,-122.4336302,$125.00 ,Ideal Jr 1 bedroom in the Marina! ,"This gorgeous junior size, open concept, studio apartment is located in beautiful, upscale, San Fancisco neighborhood, the Marina!  The minimalistic design of the apartment, meets comfort with stylish mahogany platform queen size bed, memory foam topper, quality pillows. Make yourself at home in a contemporary living area, dining room, fully equipped kitchen, pampering vanity station, bathroom with shower over tub. PERFECTLY LOCATED!!! (see details below) LANGUAGE: English + French!"
37.80184316,-122.4308686,$225.00 ,"Cozy, Bright Marina Studio",My studio is large and bright. I've decorated with treasures from my travels. It will comfortably suite 1 or 2 people. The kitchen is small but serviceable. Large flatscreen TV and cable TV. Quiet building a couple blocks from Fort Mason.
37.79951523,-122.4282109,$499.00 ,Spacious 3 BD Cow Hollow Flat,"1800 SF clean and spacious 3 BD/1.5BA (split). Large eat in kitchen off large deck (basketball hoop) seating area, with peek a boo Golden Gate views. 1 car parking, working fireplace, flat screen TV 60"" SMART TV, cable, high speed wireless internet (100MG). In Cow Hollow, close to all SF has offer!"
37.80111771,-122.4431403,$195.00 ,Lovely Marina Studio,"Charming & sunny studio apartment in the popular, fun and trendy Marina district. The extra large layout comfortably fits two and is located just two blocks from the famous Palace of Fine Arts and three blocks from the beautiful San Francisco Bay! Public transportation is just steps away (Bus Line 30) as well as bars, restaurants and entertainment (Chestnut Street). Enjoy San Francisco in style, comfort, and ease."
37.80546527,-122.4460109,$299.00 ,Marina Gem!,"Live like a local in the heart of the Marina! Fantastic 1 bedroom/1 bath one block from the Marina! Steps from the Palace of Fine Arts, Presidio and many tourist attractions. A short walk (5 blocks) to Chestnut street with plenty of shops and restaurants to explore! Perfect for couples, solo adventurers, business travelers, and families."
37.7997731,-122.4246344,$125.00 ,Apartment by Lombard & Golden Gate,"This great apartment is 2 blocks from Lombard street and 2 miles from the Golden Gate Bridge. Close to Fort Mason & Alcatraz. Walking distance to many restaurants, bars & stores. One block from many bus lines that take you all over the city of San Francisco."
37.79886279,-122.4369339,$750.00 ,"Adorable, Spacious Marina Apartment","This airy, sunny Marina apartment is steps from the best restaurants and bars in the city. Three spacious bedrooms, a large kitchen, and plenty of amenities perfect for super bowl weekend."
37.80195415,-122.4297295,$205.00 ,Sunny Large 1 bedroom apartment in Marina district,"I have a large one bedroom apartment with great natural light in the best area of San Francisco with a really comfortable Queen bed. Living room has couch pull out Queen size bed. Located next to Chestnut St., walking distance to shops, restaurants, bars, marina green and beach, Fort Mason and the Bay a few blocks from my front door.  DirecTV and Wifi. Parking available at Fort Mason (I will get you a pass). Dogs welcome. Natural lighting throughout the apartment and great views from every room."
37.80177726,-122.4409124,$200.00 ,Huge 1 Bed - Heart of the Marina!,"Spacious one bedroom second floor apartment! Tucked in between the action on Chestnut Street and the Marina Green. Hardwood floors, molding, good light and tons of San Francisco charm!"
37.79704429,-122.4283726,"$1,599.00 ","4BR/3BA San Fran Masterpiece, ","Perfectly located, roomy, beautiful Pacific Heights/Cow Hollow 4 bedroom home. Walking distance to some of the finest SF restaurants/shops, Chrissy Field, Presidio and Golden Gate Bridge."
37.80298584,-122.4426574,$199.00 ,"Large Marina Bedroom, shared apt! ","1 bedroom (in a 3 bedroom apt) available in the Marina. A few blocks from Chestnut Street with the city's best restaurants and bars and in the other direction you can walk 3 blocks to the Marina Green! Very spacious bedroom with 42"" flatscreen! Common areas very small. Shared bathroom."
37.79781746,-122.4395658,$120.00 ,"Sunny, classic Pac Heights - Marina Private Room","You'll have a private bed and bathroom, in a classic airy San Francisco apartment with a view of the bay and Alcatraz. Beautiful and peaceful neighborhood, with lots of fun places on Union Street just 2 blocks away, and easy access to the rest of the city. You'll be sharing the common room and kitchen with my amazing housemate Emily."
37.80541626,-122.4356161,$195.00 ,Nice room by the water,"Room includes one queen bed, one couch and an air mattress. Enough for 2 people (one will choose between couch and air mattress)."
37.80308455,-122.4443122,$75.00 ,"Private Marina District room, separate entrance","My place is close to Palace of Fine Arts Theatre, Crissy Field, and Marina District. You‰Ûªll love my place because of Privacy, the neighborhood. My place is good for couples, solo adventurers, and business travelers."
37.7973552,-122.4323908,$100.00 ,Private Suite in Pac Height Home,"Cozy room with private full bathroom in a gorgeous house. Incredible views from a home that's centrally located, one block from Union Street with bus stops, restaurants, shopping, and nightlife! Walking distance to Marina beach, Fisherman's Wharf, the Presidio, and Ghirardelli Square."
37.80507084,-122.4435826,$850.00 ,Beautiful Home close to the water,"Beautiful and tranquil home - close to the water, the Palace of Fine Arts and Chestnut street."
37.79966288,-122.4379502,$570.00 ,Contemporary SF home with roofdeck,"Prime Location! This luxurious duplex apartment is  a stunning contemporary home, located in fabulous Cow Hollow.  Roofdeck view terrace, chef's kitchen, fireplace, luxurious furnishings."
37.79920574,-122.4325484,$450.00 ,Stylish Modern Large Condo 3bed/2,This new condo has beautiful custom interiors.  2 bedrooms have queen beds. 3rd bedroom is a tv/lounge with large couch that will sleep 1 person.  2 bathrooms.  Full kitchen that overlooks dining/living room.   There is also a small office/work space room with a desk and plenty of outlets.  Excellent location in Cow Hollow/Marina.  Parking for 2 cars $0.
37.79900081,-122.4276402,$100.00 ,Spacious and Sunny 1bd Apartment on Union St,"Sunny, quiet, spacious 1 bedroom apartment in the Marina. Close to numerous bars and restaurants, yoga studios and shops along Union Street. You‰Ûªll love my place because of the neighborhood, the beautiful natural light, the comfy bed, and the coziness. Apartment is good for couples, friends, solo adventurers, and business travelers alike. Short walking distance to Fillmore, Polk, and Chestnut activities."
37.80659469,-122.4387605,$144.00 ,Marina District Room,"Private Room is available in the beautiful marina district. Fort Mason, Marina Green, Marina Safeway, Chestnut/Union Street Bars all in walking distance. Parking is always readily available as (website hidden), internet, garbage disposal, dishwasher."
37.80179257,-122.438902,$250.00 ,Spacious Apt. in Marina District,"Beautiful Jr. 1 bedroom in the heart of San Francisco's Marina District. Walking distance to the best parks, shopping & restaurants San Francisco has to offer. As a San Francisco native, I am happy to give you local recommendations to ensure you have the best trip and Sam Francisco experience possible."
37.79942399,-122.4260983,$240.00 ,Trendy Marina District 1 bedroom apartment,Spacious and well located 1 bedroom apartment in the Trendy Marina District. Everything you need in the perfect location!  Although on a quite block (with cute cafe/convenience store on the same corner) we are only a block from the hub of the vibrant Marina/Cow Hollow district There is a queen bed in the bedroom and the lounge room has a pull out sofa bed that can sleep 2 There is an electric fireplace as well as ducted heated to keep you warm & cosy during your stay
37.80448575,-122.4450641,$238.00 ,Fantastic SF Marina View Apt !,"Beautifully furnished I bedroom apt one blk from the beautiful SF Bay & Marina Green A short walk to Crissy Field Beach, Fort Mason, Palace of Fine Arts & Fisherman's Wharf + Chestnut & Union Streets are also a walking distance away with Shops, Restaurants & Bars for your enjoyment! 360 degree roof deck views !"
37.80215715,-122.4388053,$319.00 ,"LARGE 2 BD TOP FLAT, PRIME MARINA!!","Huge, QUIET, 2 Queen BD Designer Flat. BEST location! 1500ft 1/2 block- Chestnut St. restaurants/nightlife, transit/cab/24 hr. garage. Beach/marina! Large Dining and Living Rooms, 60 in. TV, Cable, HBO, SHO, Netflix! Sleeps 5, child bed available"
37.79792954,-122.436979,$120.00 ,"Spacious, shabby chic spot in the heart of SF!","Large, spacious room in the of front house (privacy) in the HEART of the Marina (in between Chestnut and Union St!), perfect for your San Francisco getaway. Large, fully equipped kitchen, washer/dryer (no quarters), bars/restaurants/shopping galore. And just a stroll away from the Golden Gate Bridge. You'll love it!"
37.7986084,-122.4412189,$122.00 ,Views of Golden Gate Bridge -  1 Bed/Studio Apt,"65"" HDTV with HBO & Stars, Large 4 person sofa, Table w/ 2 chairs, Queen size bed, Kitchen with coffee-maker and microwave, incredible view, 2 blocks from Chestnut St (shops, dining) and Union St (same). Rooftop deck right above the apt - Amazing Views (fixing front wall from storm damage - still great for taking pictures or having a glass of wine by the table)! Shower amenities avail. iPhone 6 charger and Macbook charger by sofa. No elevator, keep in mind the 3 flights of stairs to my door!"
37.79782037,-122.4258735,$99.00 ,Hotel Pac Hgts Queen Free Car ParkA,"Please Instant Book. Need Valid Photo ID. Hi :) We are a Hotel..on AirBnb.  Open 24 hours, come anytime(after 3pm): 4am etc. & Don't tell us. This has 1 Queen, private bath.  Free light Breakfast. 1.06% City Tax included Please Instant Book :)"
37.79895464,-122.4294009,$165.00 ,Heart of the Marina,"Enjoy a weekend away in our comfortable in our 1 bedroom apartment with living room and full kitchen. 1/2 a block away from restaurants and bars, minutes away from Ft. Mason and the Presidio. 1 block away you will find the 41 and 45."
37.80399347,-122.4402284,"$1,000.00 ",Perfect Marina Apartment!,"Hi! My home is on the top floor, overlooking the culdesac-style Mallorca Way in the heart of the Marina district in SF. You're less than 3 blocks from the trendy restaurants and bars on Chestnut Street and 3 blocks from the ocean near Crissy Field!"
37.79869539,-122.4409381,$185.00 ,Spacious Furnished Studio,Spacious Furnished Studio in the heart of the Marina. You will have access a full kitchen and bath!
37.80114313,-122.4255361,$400.00 ,LARGE APT in the Marina - steps from everything!,"You'll have the entire top floor of a beautiful, fully furnished apt in Marina/ Cow Hollow district. You are walking distance to Union and Chestnut Streets, Fisherman's Wharf and Nob Hill. It is a perfect fit for a family, a couple or friends looking to explore San Francisco."
37.79951112,-122.4266354,$244.00 ,COZY 2Br Apt near Marina/Cow Hollow,"Cozy 2Br/1Ba with Hardwood Floors, Close to 101 near Marina/Cow Hollow, Russian Hill, Pacific Heights, and Nob Hill! "
37.80051229,-122.4264108,$80.00 ,2.2 -Japanese-style private bedroom,"Lugares de interÌ©s: North Beach, Golden Gate Bridge, Lombard Street, Crissy Fields, Marina Green, Fort Mason, Presidio, Main Post, Coit Tower, Japantown, Pier 39, Union Street, Chestnut Street, Russian Hill, Ghirardelli Square, Cable Car Turntable. Te va a encantar mi lugar debido a el espacio acogedor, las vistas, la ubicaciÌ_n, la gente, los techos altos. Mi alojamiento es bueno para aventureros y viajeros de negocios."
37.79757056,-122.436927,$160.00 ,Marina/Cow Hollow Gem!,"Chic studio in historic San Francisco building!  Near Union and Chestnut Street restaurants and boutiques, Presidio Park, Golden Gate Bridge and Ghiradelli Square!"
37.80087912,-122.4399298,$100.00 ,"MASTER BEDROOM IN VERY LARGE, PRIME MARINA FLAT","PRIVATE ROOM IN LARGE, 2 BD PRIME MARINA FLAT. QUIET, PERFECT FOR BUSINESS TRAVEL. TOP FLOOR of 2 unit building.  HUGE 1400 square feet flat. VERY QUIET, Absolute best location! Steps to beach, Chestnut St. shops, restaurants, all public transit YOU WILL NOT BE DISAPPOINTED, THE ABSOLUTE BEST LOCATION!"
37.8001938,-122.4268205,$85.00 ,2.1 -Comfty room in a great area,"Lugares de interÌ©s: North Beach, Golden Gate Bridge, Lombard Street, Crissy Fields, Marina Green, Fort Mason, Presidio, Main Post, Coit Tower, Japantown, Pier 39, Union Street, Chestnut Street, Russian Hill, Ghirardelli Square, Cable Car Turntable. Te va a encantar mi lugar debido a el espacio acogedor, la ubicaciÌ_n, las vistas y la gente. Mi alojamiento es bueno para aventureros y viajeros de negocios. Mi alojamiento es bueno para parejas, aventureros, y viajeros de negocios."
37.79643394,-122.4363119,$200.00 ,Cow Hollow One-Bedroom Condo,"One bedroom condo in the Cow Hollow neighborhood.. unit is in a historic building with a renovated roof deck that includes incredible views. One bedroom with queen bed, one bathroom, high ceilings with big windows, lots of art and garage parking spot"
37.79970074,-122.436685,$420.00 ,Sunny 3BR with garage on SF's liveliest block,"My place is a single family home close to Union Street and Chestnut Street, A 16, Swensen's Ice Cream, Elephant Sushi. We are a block away from Lombard. You‰Ûªll love my place because of the coziness, the location, the restaurants, the marina. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups."
37.80198904,-122.4255808,$190.00 ,"Spacious 1-br apt, prime location!","On the Marina/Russian hill border, perfect location for tourists. The apt is clean and spacious 750+ SqFt with new modern furniture."
37.79857202,-122.4269756,$245.00 ,Modern Studio in Amazing Location,"Modern, spacious and immaculate studio in the heart of Cow Hollow - nestled between the Marina, Russian Hill and Pacific Heights. Newly renovated with free wifi, premium cable, a fully equipped kitchen and bar table for two."
37.80756132,-122.428797,$189.00 ,Entire big & beautiful one bedroom,"I have a big one bedroom in the heart of San francisco is pretty well located and tons of public transportation around it. There is a very nice area a block up and two down tons of restaurants,  bars, shops and gyms. Walkable distance for many places."
37.8060844,-122.4408695,$159.00 ,Two room studio Marina SF,"Charming, comfortable apartment with access to the garden. In the heart of everything that the Marina District has to offer. If you have car  you have literally couple hundred free parking spaces two blocks from the house at Marina Green , but only from 6 am till 10 pm . Do not leave your car there overnight. If you can not find the space around the house, Wells Fargo parking lot 2055 Chestnut   two blocks up $13/night. If you park on the street, watch for two hours and cleaning signs."
37.80054211,-122.4317794,$159.00 ,"Historic flat with park view, pkg.","This large, furnished flat is great for a couple or family, near parks, sights, & restaurants. Comfortable beds, two queen and one twin. Living room looks out over a large green field and trees. Wifi and HD TV. By SF Bay. All monthly costs included."
37.79884081,-122.4329648,$150.00 ,Rooftop Suite w/360 views of city,"Hi and welcome to SF! With your own private room on the top of the house, you'll be treated to incredible views of the Golden Gate Bridge, Alcatraz, Sausalito, and the Transamerica Pyramid downtown.  The place is newly remodeled and cozy!"
37.80116547,-122.4413489,$600.00 ,Simply The City's best location,"Experience the City's most desirable location like a local. 7 min. walk to the Bay to enjoy extraordinary GG Bridge and Alcatraz views -- and even a Beach.  You can walk along the Bay in one direction to Fisherman's Wharf...or the other direction and enjoy nature and history in The Presidio.   Authentic city living in an exclusive, secure neighborhood, yet steps away to amazing restaurants, cafes, nightlife, and local shops. Contemporary designer living, well-equipped kitchen, and all amenities."
